app,review_text,rating,date
Jumia,The commodity delivered is different from wat the show in pics guys u have let me down again and fr real i hate u now.,1,2025-07-17 10:51:26
Jumia,great app with good delivery,5,2025-07-17 08:28:00
Jumia,"Yea. I've used Jumia App over the years. To me, is the most preferred. Their return policies are friendly & delivery always on time. Hope to see more friendly additions going forward. But make una dey do giveaways to us, your long-term customers sha. We'll like that too. Cheers!!!",4,2025-07-17 04:38:44
Jumia,"Fast delivery, online shopping and legit",5,2025-07-17 04:24:33
Jumia,Delivery fee on every commodity even if you buy many at once,3,2025-07-16 22:11:29
Jumia,The last delivery was great! looking forward to same this time!!!,5,2025-07-16 09:45:48
Jumia,"I like how jumia does it's business, fast delivery",5,2025-07-16 08:21:00
Jumia,I ordered for an item since 11th of July and I was expected to receive it on or before 14th to 15th of July.But I haven't received it yet. what's delaying my order jumia?,1,2025-07-16 04:31:00
Jumia,"Jumia Ghana has to work on the packaging of delivered orders because to be frank, you have a very poor packaging system. l was shocked when I received my order and couldn't give me even a polythene to package my order, l The packaging should be attractive. And I'm also not happy with the customer service agents, they need vigorous training please. They don't answer questions to your satisfaction and sometimes they just put you on hold and hang up without you knowing",2,2025-07-15 18:30:42
Jumia,it's good so far and delivery is on time,4,2025-07-15 16:47:26
Jumia,after the terrible experience I had with their rude delivery agent I wouldn't shop at jumia ever,1,2025-07-14 15:20:20
Jumia,Delivery must be on time,3,2025-07-14 14:09:12
Jumia,"This app is wonderful though I wished it had more products, their delivery fees are good and affordable.",4,2025-07-14 13:02:58
Jumia,great platform 👍 I love the quick delivery 🚚,3,2025-07-14 07:32:20
Jumia,"I've been using this app for a while, and the experience has been good. Unfortunately, it did not stay good as around a month ago I ordered a product and was not able to claim it at the pickup station until the 5 business days I was given were over. I expected a refund only to see the status of the product as ""delivered."" I sent an email and even spoke to the online customer service, yet nothing has been done. I would really appreciate it if this issue was addressed.",1,2025-07-14 03:13:30
Jumia,"I have six years shopping with jumia, and my complain is in delivery fee buana otherwise iko fiti,, delivery fee ya 600 ksh to Turkana...kwani Niko Sudan 🥲",4,2025-07-14 01:45:23
Jumia,everything l ordered through Julia were properly delivered in good quality,4,2025-07-14 01:37:11
Jumia,It a very good app this are really cheap bt your delivery fees keeps changing and it a little bit high,3,2025-07-14 00:10:39
Jumia,the payment on delivery option was nice 🙂,5,2025-07-13 23:21:46
Jumia,i hope my delivery arrives,3,2025-07-13 06:12:44
Jumia,"I paid for a product using my card, it wasn't delivered. I was told to wait 3-10 days to get my refund,it's been way over that, still no refund.... Refund me jumia, stop using excuses to spend people's money!!!!!",1,2025-07-13 01:24:28
Jumia,fair enough but delivery costly,5,2025-07-12 06:45:59
Jumia,Delivery is very fast,5,2025-07-12 03:46:56
Jumia,The same product is supposed to have only one delivery fees,1,2025-07-12 00:51:14
Jumia,perfect when it come to delivery,5,2025-07-11 08:42:00
Jumia,Jumia has been very good to me All my orders have been delivered on time without any issues or damages GREAT 👍 KEEP IT UP THIS WAY JUMIA,5,2025-07-11 07:23:00
Jumia,fast delivery and quality product,5,2025-07-11 06:38:51
Jumia,I am too glad to have my delivery,4,2025-07-11 06:25:37
Jumia,swift delivery and good customer service,5,2025-07-11 01:58:41
Jumia,"I don't like that i can't pay on delivery, I must pay before placing an order.",1,2025-07-10 22:34:27
Jumia,jumia are smart and fast but Reason why I'm not rating 5 star is small thing you will ask for delivery fees sometimes something is 800 naira delivery fee will ne asked why like this?,4,2025-07-10 10:57:03
Jumia,Greate place to shop ant timely delivery 👌,5,2025-07-09 20:47:27
Jumia,Fast returns if products are faulty and door delivery.,4,2025-07-09 14:47:54
Jumia,Nice use interface. But yet to experience delivery.,4,2025-07-09 13:00:02
Jumia,the delivery fee is too much,3,2025-07-09 03:47:55
Jumia,fantastic delivery,5,2025-07-09 00:27:08
Jumia,i want home delivery,2,2025-07-08 16:17:03
Jumia,why does the delivery take long,1,2025-07-08 10:28:26
Jumia,you force us to pay before delivery,1,2025-07-08 09:00:14
Jumia,"very good app, timely delivery",5,2025-07-08 07:20:42
Jumia,I like the app but the only issue is that after buying your product Yu still have to pay for delivery 😑😑...,3,2025-07-08 07:08:29
Jumia,makes shopping easy and fast from the comfort of my home although I can't access the pay on delivery option and also there should be more pick up stations in auchi thank you,5,2025-07-08 06:15:28
Jumia,"jumia is a very good app. I've been using it since 2020. there has never been any issue till 28-05-2025, when I ordered a power bank through my other jumia app, after making payment, days later I discovered that the order was cancelled on the ground of ""unsuccessful payment"" I made a report at their pickup station close to me. I was told to send them a mail, which I did till today no response,and my money wasn't reversed. even my bank confirmed that the money is in their account. it's heartbrekn",4,2025-07-08 05:14:37
Jumia,Fast delivery and affordable prices,5,2025-07-08 05:13:22
Jumia,The App is easy to use and stress free . I also would like to commend the entire jumia team for excellent service. I accidentally ordered same item twice and paid online as soon as the second one was delivered and I returned the order my money was refund to my account swiftly in less than 24 hours. that is what I call excellent service delivery. Keep the Good work guys.,5,2025-07-08 04:03:32
Jumia,Takes long to deliver items. Should reduce number of days before delivery.,4,2025-07-08 03:42:01
Jumia,your pay on delivery is the apex of it all,5,2025-07-08 00:48:52
Jumia,no pay on delivery after you cancel or a fail order,1,2025-07-07 14:27:23
Jumia,I ordered for an item but I did not receive it the exact day that they promised to deliver. their delivery service is slow.,2,2025-07-07 12:26:08
Jumia,"the best 👌 online shopping app you can trust, delivery %100",5,2025-07-07 09:44:53
Jumia,on delivery,5,2025-07-07 07:57:33
Jumia,Jumia is a good app but I think their estimated date of delivery should be adjusted. I had ordered since June 25 hoping to get my package on July 4. Up till now I am still waiting for a notification from Jumia for my goods which is not suppose to be so. The date of delivery has elapsed and here I am worried if I have not been scammed,2,2025-07-07 04:32:23
Jumia,why is the delivery price hiked up to 5000 but no door to door delivery? I have to pay 5000 and still go to pick my stuff at your pick up station?? that's poor now,3,2025-07-07 04:01:54
Jumia,"I recommend Jumia app to every person or company who wants to buy and use or sell as a retailer. Most of things here are pure, nice and original. Delivery is sometimes exact date they give you. Nice service. I really enjoy using this app.",5,2025-07-07 02:58:53
Jumia,good customer services 😌 will update u guz more wen i get my package 🥰,5,2025-07-07 02:32:33
Jumia,One thing I love about Jumia is delivery at appropriate time. keep it up,3,2025-07-07 00:40:05
Jumia,still checking the product until it is delivered to me,4,2025-07-06 13:53:55
Jumia,I like the fact that you can pay on delivery and the great offers,5,2025-07-06 12:26:39
Jumia,Delivery fees should be reduced but services are good,4,2025-07-06 11:07:15
Jumia,"Quality products, efficient delivery services",4,2025-07-06 03:55:02
Jumia,"very useless app,they hold back refunds, keep lying to you that it's been escalated promising to refund you, I don't advise this app to anyone if you are looking forward to buy an authentic product. They keep requesting for my order number, which I send and all I get is stupid excuses about escalating the matter, just imagine!, the product i bought is 14k, it's been 4months now and jumia is telling me there is a mix up they can't find it, still escalating the matter but they received the package",1,2025-07-06 03:23:33
Jumia,They're trying but need to adjust on delivery date/day range,3,2025-07-05 08:29:05
Jumia,the best delivery app with best items please is there a location in abia State Nigeria around (umudike)?,5,2025-07-05 07:42:19
Jumia,"I DON'T KNOW WHY SOMETIMES YOU GUYS DON'T ALLOW US TO PAY ON DELIVERY, UNLESS WE PAY BEFORE DELIVERY",5,2025-07-05 06:24:55
Jumia,delivery timings require a stay at home customer,1,2025-07-05 05:32:44
Jumia,thanks for pay on delivery,5,2025-07-05 03:25:20
Jumia,"I appreciate Jumia, they are helping individuals, you can buy something from THEM, the thing that u never dream of because its price is very high. But JUMIA sometime and always doing flash sales or bonus, and give u normal price for it, and easy delivery. Anything about you is not as hard as Nigeria government 😂😂Thank you very much JUMIA!!",5,2025-07-04 23:55:08
Jumia,"Jumia is one of the most reliable delivery service I can ever trust,. so accurate and Efficient.",5,2025-07-04 23:10:10
Jumia,jumia is the best place n reliable place to order n trust that ur delivery will arrive 🤗,5,2025-07-04 09:26:04
Jumia,Amazing service with good delivery price tag,4,2025-07-04 07:28:06
Jumia,"Easy to shop, exact item received, payments on delivery👍🏿👍🏿👍🏿",5,2025-07-04 06:34:14
Jumia,"Your delivery is always timely,, but please encourage your staff to be more customer friendly thanks",5,2025-07-04 06:29:40
Jumia,A Life Saver... Easy to use.... Fast delivery... Sells Original and Authentic Products... Each Product worth the Price Tag... BEST SHOPPING APP✅,5,2025-07-04 04:21:14
Jumia,"I’ve purchased many items from Jumia, including a washing machine, projectors, mobile phone, power bank, designer mosquito net, shoes, cream, and more. I truly appreciate their system, it’s affordable, offers easy returns, and guarantees smooth delivery. That’s why Jumia is proudly my number one online shopping store in Nigeria.",5,2025-07-04 00:52:40
Jumia,"Payment is Secured, Fast in Delivery than others",5,2025-07-03 22:54:01
Jumia,very cuul and Fast delivery 🚚,3,2025-07-03 18:51:06
Jumia,"I like buying from jumia. just recently, something very painful happened to me. I ordered an Sd card shipped from abroad, but the Sd card corrupted all my files, transferred inside. jumia, please help. I need your",3,2025-07-03 07:25:26
Jumia,"The best online store in Kenya, a feature I really love is the delivery time and the expected delivery date info is all available to you with timely updates. Ordered severally and will continue doing so, thumbs up for sure",5,2025-07-03 00:17:29
Jumia,No issues. But users should be allowed to edit or add additional reviews to products. There are some products that the buyers gave a 5-star review based on delivery and not usage but when they want to update on their usage there's no room for that. It should be worked on. It'll help many make informed decisions on products they want to purchase. Thank you.,5,2025-07-03 00:08:44
Jumia,"Despite the delivery fees being high, I always prefer Jumia because you are more discreet with packaging especially on some products that require privacy, especially when delivering in areas where the product has to be picked in a place with many people.",5,2025-07-02 13:38:32
Jumia,Good but the charge of delivery is very bad chaley work it wai,5,2025-07-02 11:46:12
Jumia,"Very convenient, especially when buying online. Timely delivery and easy payment mode",5,2025-07-02 11:14:15
Jumia,"Good online shop ,user friendly but cant rate you more than 3 untill my order is fully delivered",3,2025-07-02 09:00:01
Jumia,excellent service and great delivery schedule,4,2025-07-02 05:48:17
Jumia,"Integrity is far from Jumia and its delivery agent, I ought to get my package delivery on the 30 of June or 1st July only for the item to be cancelled that my phone was unreachable, I called the delivery agent Stephanus Yonnah 1st July, his number was off, I called to complain, still to no avail, a supervisor of Adeniyi Jones number was given, still it was switched off, i wrote a mail, no reply. why make people wait for items you know you won't deliver? I hope you know you have competitors now",1,2025-07-02 05:34:34
Jumia,fast delivery and quality goods,5,2025-07-02 03:27:34
Jumia,very fast in delivery,5,2025-07-01 23:46:59
Jumia,Timely delivery,5,2025-07-01 23:31:46
Jumia,limited payment on delivery,4,2025-07-01 23:29:46
Jumia,Delivery has always been on time.. and real.,4,2025-07-01 23:07:55
Jumia,You really never disappoint in delivering goods on time,3,2025-07-01 13:32:16
Jumia,Every order I do with jumia I know is a good and delivery faster,5,2025-07-01 05:41:06
Jumia,on time,5,2025-06-30 22:44:23
Jumia,hope my products are delivered on time,4,2025-06-30 21:21:51
Jumia,"So far it's the best online marketing app The deliver on time, affordable items and always your money is secure with them",5,2025-06-30 19:07:46
Jumia,really easy to navigate and response always on time... really love this app,5,2025-06-30 12:10:49
Jumia,jumia is doing well. what you ordered according to the price is heart warming. Delivery is zapping.👍,5,2025-06-30 12:08:11
Jumia,Excellent in delivery,4,2025-06-30 02:48:48
Jumia,I'm ordering two items from the same person at the same time and they are charging double delivery fees really ?,1,2025-06-30 01:21:07
Jumia,"I love this app, it also has payment on delivery which makes it soo much more convenient",5,2025-06-30 00:44:04
Jumia,first effective and always on time,5,2025-06-30 00:06:44
Jumia,my best online shopping platform so far easy placement of orders and also offers first delivery,5,2025-06-29 23:08:14
Jumia,"Fast delivery and excellent communication. I have been using Jumia since 2018 when it was new in Kenya, and I have never found an issue. All the time I place an order it's delivered in 24hrs. When I call, I get assistance in minutes. Good work!",5,2025-06-29 19:53:43
Jumia,"I rated Jumia 5 Stars because they have never disappointed me in anyway, anything I ordered I got without delay, and their return policy is topnotch, please keep the flags flying.",5,2025-06-29 14:22:56
Jumia,"You collect delivery fees for each product even if it's same cream you order x2 u will pay each delivery fees ,mean while they will still come together and from the same seller",2,2025-06-29 12:31:44
Jumia,Fast delivery. I love jumia,5,2025-06-29 11:22:48
Jumia,"The Jumia app stands out in Kenya as a highly convenient and user-friendly platform, consistently offering a vast selection of products from electronics to fashion, all easily discoverable through its intuitive interface and personalized recommendations. Its secure and diverse payment options, including popular local methods like M-Pesa and cash on delivery, coupled with frequent flash sales and a responsive customer support system.",5,2025-06-29 04:26:57
Jumia,delivery prices are a bit high,2,2025-06-29 02:34:43
Jumia,Door delivery is the best,1,2025-06-27 17:40:51
Jumia,A very good application for delivery.I really love using it,5,2025-06-27 15:10:45
Jumia,I am expecting a safe and quick delivery,2,2025-06-26 23:56:05
Jumia,punctual on time,3,2025-06-26 14:03:05
Jumia,"Jumia offers secure payment options, including cash on delivery, mobile money, and card payments, ensuring customers can choose the method that suits them best. This flexibility, along with the app's robust security measures, gives users peace of mind while shopping.",5,2025-06-26 11:05:59
Jumia,I wish when some1 buys more that one product the transport fee reduces. since they come same day,3,2025-06-26 05:15:39
Jumia,if only the delivery time could be lessened,4,2025-06-26 02:57:53
Jumia,delay in supply which is not too good,5,2025-06-26 02:05:39
Jumia,how can each order have different delivery fees yet I'm buying them at once it's just extortion and ridiculous it has to change can't pay for 3 items 2k each and end up paying 12k delivery fees,1,2025-06-26 01:35:15
Jumia,"I love the way you attend to me,the way u deliver my good 👍.but things is ur sales rep they don't attend to properly anytime I went there to collect my package....I don't like it....I love 💕 u jumia",5,2025-06-26 01:30:34
Jumia,Excellent service delivery,5,2025-06-26 00:41:25
Jumia,Products/Prices are great but the only issue i have is the fact that it takes forever to receive my product. How can i order for something for 5Days now and it hasn't arrived..... You need to look into getting products to customers on time....,1,2025-06-26 00:20:29
Jumia,fast delivery and affordable prices for all goods,5,2025-06-25 23:31:43
Jumia,delivery on time,5,2025-06-25 13:32:35
Jumia,"selling good products, accuracy in delivery",1,2025-06-25 11:32:48
Jumia,I love shopping from Jumia coz the specifications on advertised items is exactly what is delivered.,5,2025-06-25 10:48:48
Jumia,good service delivery,5,2025-06-25 04:28:41
Jumia,"Very poor and bad, infinitely and delay to delivery",1,2025-06-25 02:08:07
Jumia,"so far so good, ordered a package and got it last year now am still ordering for the same package",5,2025-06-24 04:44:28
Jumia,"I have been using this app for quite some time now, they's no issues I have observed. so I highly recommend it for anybody who needs an authentic delivery.",5,2025-06-23 10:44:22
Jumia,"Shopping on jumia is the best choice I ever made they're reliable and trustworthy, delivery is 100% sure. no panic while shopping on jumia you get exactly what you order best online market platform in Nigeria. look no further shop on jumia today and feel the excitement 💯",5,2025-06-23 09:12:49
Jumia,Best delivery app,5,2025-06-23 05:36:10
Jumia,"the greatest of all online shopping 🛒🛍️ app and you pay when you receive your package which make them the greatest, because others you before delivery",5,2025-06-23 04:29:04
Jumia,great app. delivery is usually on time .work ethics are up to standard,4,2025-06-22 07:36:45
Jumia,"Love shopping with jumia. Home delivery should return And some companies should be reviewed as they make mistakes by not giving accurate items. Apart from these small mistakes,I like everything about jumia.",5,2025-06-22 05:30:26
Jumia,home delivery should be more universal,3,2025-06-22 04:38:20
Jumia,nice in order delivery on time,5,2025-06-22 01:01:30
Jumia,put me on pay on delivery,2,2025-06-22 00:15:38
Jumia,"The best app to shop anything at all, very legit, fast and no delays.",5,2025-06-21 11:42:57
Jumia,Why the hell should I buy 30k items before it can be shipped 😭,1,2025-06-21 05:27:27
Jumia,fast delivery,5,2025-06-21 04:56:02
Jumia,great so far and amazing but I have issue with same product cost of paying twice instead of one since they are from the same manufacturer. so cost of double delivery is my problem,4,2025-06-21 03:57:28
Jumia,Have been doing my shopping with JUMIA ever since their items are of good quality and they also deliver on time. BIG UP QUIZ!! YOU'RE THE BEST,5,2025-06-21 01:46:55
Jumia,Your delivery system is very fast and reliable,4,2025-06-21 00:50:56
Jumia,safe delivery and fast,5,2025-06-20 19:37:12
Jumia,you guys are not doing home delivery again and we are still paying money for delivery that's day light robbery.,1,2025-06-20 12:59:28
Jumia,payment after delivery,5,2025-06-20 12:44:00
Jumia,"At First i was happy to use this app but i have been having problems lately with the verification code i am soo fraustrated that i am about to cry,",1,2025-06-20 10:13:57
Jumia,there delivery services are the worst they use outdated contact info and don't refund wouldn't recommend,1,2025-06-20 02:31:09
Jumia,poor communication and customer care up country the deliveryperson imagines that they are the ones paying for the product disgusting.,2,2025-06-20 02:27:20
Jumia,"Firstly it would be great if you can cancel what you ordered just by click instead of calling an agent secondly the tracking, like I don't understand it, it isn't live, that's not how tracking should be",4,2025-06-20 01:23:22
Jumia,Shopping in jumia has been a life saver but nowadays the delivery fee has gone up and its a bit too much. Can you reduce it a bit to ensure flexibility among us. buyers?,4,2025-06-20 00:10:43
Jumia,Good in online business and delivery,3,2025-06-19 15:47:29
Jumia,"I've really enjoyed using the Jumia app! The user interface is clean and smooth, and the product variety is impressive. I love how easy it is to track my orders and make payments securely, delivery is on time and the product ordered is of a high quality. Keep up the great work — online shopping has never felt this convenient in Kenya!",5,2025-06-19 12:21:11
Jumia,"Hello Jumia Team, I just wanted to share my experience with your platform. I appreciate the wide range of products and the convenience of shopping from home. Your app is user-friendly and I’ve been able to find great deals. However, I would suggest improving the delivery speed and ensuring sellers provide exactly what they advertise. Keep up the good work and thank you for making online shopping easier in Kenya.",4,2025-06-19 03:04:56
Jumia,this is the best delivery app you can get,5,2025-06-19 02:23:41
Jumia,I just placed my order for the first time and I'm waiting for delivery only,3,2025-06-18 10:05:18
Jumia,i didn't receive my order yet buh it is helpful,1,2025-06-18 09:58:33
Jumia,not bad so far but why option of pay on delivery is it not available,3,2025-06-18 08:11:41
Jumia,I'm impressed with the service delivery 8/10. would have been 10/10 but some sellers on there do not sell legit products which is really heartbreaking. I hope some kind of measures be taken to curb that. most people are disheartened because of such sellers,5,2025-06-18 06:50:25
Jumia,cool and safe delivery gives you the exact same goods you purchased,5,2025-06-18 06:11:47
Jumia,most trusted online shopping mall to me so far But I don't like the fat that I have to pay 2x delivery fees for two pieces of items. Please do something about it.,3,2025-06-18 04:31:31
Jumia,"over delayed delivery time, Jumia is the worst, I swear. the pick-up station in maiduguri should be closed down the worst pick-up station ever. had another terrible experience. i ordered a new musk cologne only to get to the pickup station. After picking up and opening the package, I saw an empty bottle of new musk. Thank goodness I didn't leave the pick-up station before opening the package. SMH I have requested for a return and 3 days in. I'm still yet to hear from jumia",1,2025-06-18 03:56:08
Jumia,The pickup station at oyigbo is messed up . They will delay till the day of collection elapse,2,2025-06-18 03:28:15
Jumia,"top quality products, fast delivery, overall excellent services.",5,2025-06-17 23:57:06
Jumia,I ordered a digital watch.it was delivered but it was not functioning.you cannot set date nor even ethe time itself .I tried to install the watch app but it could not scan the QR code.its Soo disappointing and disgusting.🥺🥺🥺🥺🥺,1,2025-06-17 23:26:39
Jumia,it is very nice but they no longer accept pay on delivery,5,2025-06-17 13:34:18
Jumia,All about jumia is excellent 👍 Delivery is extremely fast,5,2025-06-17 13:28:22
Jumia,love your pay on delivery,4,2025-06-17 13:25:01
Jumia,the door delivery please 🙏 you guys should try so we can be able to get the things we other at home I can't go outside because of my condition so please try and work on it it's helpful we'll pay for the delivery fee I don't have any problems with it cuz it's very helpful to me and other people too please try and approve for the door delivery thank you and may god bless you all,5,2025-06-17 12:44:01
Jumia,"why to return conterfit package always be like war talkless of refund, I oder for original phone and brought to me a copy, why would I keep such thing , and they refused to accept it back just withing two days says non returnable why?",1,2025-06-17 10:55:50
Jumia,"swift payment on delivery and easy returns, but no loyalty program",4,2025-06-17 08:57:31
Jumia,"JUMIA IS NO MORE OK AGAIN bcoz their SUPPLIERS are NOT FAITHFUL. JUMIA'S DESPATCH CHECKERS & PACKAGERS aren't doing their Duties & its because of this attitude, that makes me return some Jumia supplied products. Many times, some of the accessories of products advertised/pictured with the products are found either NOT completely packaged along with them/NOT included.The total accessories should be checked if they are included or not before despatched. ALL THOSE MAKES JUMIA MORE INEFFICIENT THAN",2,2025-06-17 07:20:01
Jumia,quick response and delivery time very fast,5,2025-06-17 06:09:54
Jumia,"the delivery price is too much, please do something about it. all the same Jumia is the best",5,2025-06-17 04:49:16
Jumia,thanks for all delivery,5,2025-06-17 01:08:42
Jumia,"Jumia is really good but you guys should work on the display of your goods bcos sometimes the quality of what you display on the app gets different when you finally got what you ordered for. also pls you people need to cut off the additional delivery fees on 2,3 orders .there's supposed to be one delivery fee for what's in your cart ordered at the same time.",4,2025-06-17 00:20:26
Jumia,"overall the app is nice but I'm having an issue right now I was supposed to pick up my order at a particular pick up station but I was unable to for various reasons, so I contacted the office in my area and they give you the warehouse number and I paid for home delivery that day which I didn't get a call or message to come and collect my package and I had to pick up the items myself the next Monday since then I've not been refunded for the delivery I paid for that was never made",3,2025-06-16 14:03:34
